ISO 639 code	BCP-47 code	Number of speakers (rounded)	Writing system(s), ISO 15924	Name (Glottolog)	Glottocode (Glottolog)	Region, ISO 3166 (Glottolog)	Link to Glottolog	Alternative Name(s)	Endonym	Link to Wikipedia
qvn	qvn	10K-100K	Latn	North Junín Quechua	nort2980	PE	https://glottolog.org/resource/languoid/id/nort2980			https://en.wikipedia.org/w/index.php?title=ISO_639:qvn
qvs	qvs	10K-100K	Latn	San Martín Quechua	sanm1289	PE	https://glottolog.org/resource/languoid/id/sanm1289			https://en.wikipedia.org/w/index.php?title=ISO_639:qvs
qvw	qvw	300000	Latn	Huaylla Wanca Quechua	huay1241	PE	https://glottolog.org/resource/languoid/id/huay1241			https://en.wikipedia.org/w/index.php?title=ISO_639:qvw
qwh	qwh	300000	Latn	Huaylas Ancash Quechua	huay1240	PE	https://glottolog.org/resource/languoid/id/huay1240			https://en.wikipedia.org/w/index.php?title=ISO_639:qwh
qxa	qxa	10K-100K	Latn	Chiquián Ancash Quechua	chiq1249	PE	https://glottolog.org/resource/languoid/id/chiq1249			https://en.wikipedia.org/w/index.php?title=ISO_639:qxa
qxh	qxh	10K-100K	Latn	Panao Huánuco Quechua	pana1306	PE	https://glottolog.org/resource/languoid/id/pana1306			https://en.wikipedia.org/w/index.php?title=ISO_639:qxh
qxn	qxn	200000	Latn	Northern Conchucos Ancash Quechua	nort2979	PE	https://glottolog.org/resource/languoid/id/nort2979			https://en.wikipedia.org/w/index.php?title=ISO_639:qxn
qxo	qxo	900000	Latn	Southern Conchucos Ancash Quechua	sout2992	PE	https://glottolog.org/resource/languoid/id/sout2992			https://en.wikipedia.org/w/index.php?title=ISO_639:qxo
qxq	qxq	2000000	Arab,Latn	Qashqa'i	qash1240	IR	https://glottolog.org/resource/languoid/id/qash1240		قاشقایجا	https://en.wikipedia.org/w/index.php?title=ISO_639:qxq
qxu	qxu	10K-100K	Latn	Arequipa-La Unión Quechua	areq1237	PE	https://glottolog.org/resource/languoid/id/areq1237			https://en.wikipedia.org/w/index.php?title=ISO_639:qxu
qxw	qxw	10K-100K	Latn	Jauja Wanca Quechua	jauj1238	PE	https://glottolog.org/resource/languoid/id/jauj1238			https://en.wikipedia.org/w/index.php?title=ISO_639:qxw
rad	rad	200000	Latn	Rade	rade1240	KH, VN	https://glottolog.org/resource/languoid/id/rade1240			https://en.wikipedia.org/w/index.php?title=ISO_639:rad
rag	rag	600000	Latn	Logooli	logo1258	KE, TZ	https://glottolog.org/resource/languoid/id/logo1258			https://en.wikipedia.org/w/index.php?title=ISO_639:rag
rah	rah	200000	Beng,Latn	Rabha	rabh1238	IN	https://glottolog.org/resource/languoid/id/rabh1238			https://en.wikipedia.org/w/index.php?title=ISO_639:rah
rai	rai	10K-100K	Latn	Ramoaaina	ramo1244	PG	https://glottolog.org/resource/languoid/id/ramo1244			https://en.wikipedia.org/w/index.php?title=ISO_639:rai
raj	raj	18000000	Deva,Sind	Rajasthani (macrolanguage)	n/a		n/a			https://en.wikipedia.org/w/index.php?title=ISO_639:raj
ram	ram	<10K	Latn	Canela-Krahô	cane1242	BR	https://glottolog.org/resource/languoid/id/cane1242			https://en.wikipedia.org/w/index.php?title=ISO_639:ram
rao	rao	<10K	Latn	Rao	raoo1244	PG	https://glottolog.org/resource/languoid/id/raoo1244			https://en.wikipedia.org/w/index.php?title=ISO_639:rao
rap	rap	<10K	Latn	Rapanui	rapa1244	CL	https://glottolog.org/resource/languoid/id/rapa1244			https://en.wikipedia.org/w/index.php?title=ISO_639:rap
rar	rar	10K-100K	Latn	Southern Cook Island Maori	raro1241	CK	https://glottolog.org/resource/languoid/id/raro1241			https://en.wikipedia.org/w/index.php?title=ISO_639:rar
rav	rav	10K-100K	Deva	Sampang	samp1249	NP	https://glottolog.org/resource/languoid/id/samp1249			https://en.wikipedia.org/w/index.php?title=ISO_639:rav
raw	raw	10K-100K	Latn	Rawang	rawa1265	CN, IN, MM	https://glottolog.org/resource/languoid/id/rawa1265			https://en.wikipedia.org/w/index.php?title=ISO_639:raw
rbb	rbb	100000	Mymr	Rumai Palaung	ruma1248	CN, MM	https://glottolog.org/resource/languoid/id/ruma1248			https://en.wikipedia.org/w/index.php?title=ISO_639:rbb
rcf	rcf	600000	Latn	Réunion Creole French	reun1238	RE	https://glottolog.org/resource/languoid/id/reun1238		Kréol Réyoné	https://en.wikipedia.org/w/index.php?title=ISO_639:rcf
rej	rej	400000	Latn,Rjng	Rejang	reja1240	ID	https://glottolog.org/resource/languoid/id/reja1240		ꤷꤼꥋ ꤺꤲ꥓	https://en.wikipedia.org/w/index.php?title=ISO_639:rej
rel	rel	10K-100K	Latn	Rendille	rend1243	KE	https://glottolog.org/resource/languoid/id/rend1243			https://en.wikipedia.org/w/index.php?title=ISO_639:rel
res	res	10K-100K	Latn	Reshe	resh1242	NG	https://glottolog.org/resource/languoid/id/resh1242			https://en.wikipedia.org/w/index.php?title=ISO_639:res
rgn	rgn	400000	Latn	Romagnol	roma1328	IT	https://glottolog.org/resource/languoid/id/roma1328			https://en.wikipedia.org/w/index.php?title=ISO_639:rgn
rgu	rgu	10K-100K	Latn	Ringgou	ring1244	ID	https://glottolog.org/resource/languoid/id/ring1244			https://en.wikipedia.org/w/index.php?title=ISO_639:rgu
rhg	rhg	2000000	Arab,Latn,Mymr,Rohg	Rohingya	rohi1238	BD, MM, TH	https://glottolog.org/resource/languoid/id/rohi1238		Ruáinga	https://en.wikipedia.org/w/index.php?title=ISO_639:rhg
ria	ria	10K-100K	Latn	Riang (India)	rian1262	BD, IN	https://glottolog.org/resource/languoid/id/rian1262			https://en.wikipedia.org/w/index.php?title=ISO_639:ria
rim	rim	600000	Latn	Nyaturu	nyat1246	TZ	https://glottolog.org/resource/languoid/id/nyat1246		Kinyaturu	https://en.wikipedia.org/w/index.php?title=ISO_639:rim
rjs	rjs	100000	Deva	Rajbanshi	rajb1243	IN, NP	https://glottolog.org/resource/languoid/id/rajb1243			https://en.wikipedia.org/w/index.php?title=ISO_639:rjs
rkb	rkb	<10K	Latn	Rikbaktsa	rikb1245	BR	https://glottolog.org/resource/languoid/id/rikb1245			https://en.wikipedia.org/w/index.php?title=ISO_639:rkb
rkh	rkh	<10K	Latn	Rakahanga-Manihiki	raka1237	CK	https://glottolog.org/resource/languoid/id/raka1237			https://en.wikipedia.org/w/index.php?title=ISO_639:rkh
rki	rki	2000000	Mymr	Rakhine	rakh1245	BD, MM	https://glottolog.org/resource/languoid/id/rakh1245		ရခိုင်ဘာသာ	https://en.wikipedia.org/w/index.php?title=ISO_639:rki
rkm	rkm	200000	Latn	Marka	mark1256	BF, ML	https://glottolog.org/resource/languoid/id/mark1256			https://en.wikipedia.org/w/index.php?title=ISO_639:rkm
rkt	rkt	15000000	Beng,Deva,Latn	Rangpuri	rang1265	BD, IN	https://glottolog.org/resource/languoid/id/rang1265		कामता	https://en.wikipedia.org/w/index.php?title=ISO_639:rkt
rmc	rmc	100000	Latn	Central Romani	carp1235	HU, RO, SK, UA	https://glottolog.org/resource/languoid/id/carp1235			https://en.wikipedia.org/w/index.php?title=ISO_639:rmc
rme	rme	10K-100K	Latn	Archaic Angloromani	angl1239	AU, ZA, GB, US, CA, NZ	https://glottolog.org/resource/languoid/id/angl1239			https://en.wikipedia.org/w/index.php?title=ISO_639:rme
rmf	rmf	10K-100K	Latn	Kalo Finnish Romani	kalo1256	FI, SE	https://glottolog.org/resource/languoid/id/kalo1256			https://en.wikipedia.org/w/index.php?title=ISO_639:rmf
rml	rml	10K-100K	Cyrl	Baltic Romani	balt1257	BY, EE, LV, LT, PL, RU, UA	https://glottolog.org/resource/languoid/id/balt1257			https://en.wikipedia.org/w/index.php?title=ISO_639:rml
rmn	rmn	600000	Cyrl,Grek,Latn	Balkan Romani	balk1252	BG, HU, MK, RO, RS, SK	https://glottolog.org/resource/languoid/id/balk1252		Романи	https://en.wikipedia.org/w/index.php?title=ISO_639:rmn
rmo	rmo	200000	Latn	Sinte Romani	sint1235	AT, HR, CZ, FR, DE, IT, KZ, ME, NL, PL, RS, SI, CH	https://glottolog.org/resource/languoid/id/sint1235			https://en.wikipedia.org/w/index.php?title=ISO_639:rmo
rmq	rmq	400000	Latn	Caló	calo1236	ES	https://glottolog.org/resource/languoid/id/calo1236			https://en.wikipedia.org/w/index.php?title=ISO_639:rmq
rmt	rmt	300000	Arab	Domari	doma1258	EG, IL, JO, PS, SY	https://glottolog.org/resource/languoid/id/doma1258			https://en.wikipedia.org/w/index.php?title=ISO_639:rmt
rmu	rmu	<10K	Latn	Tavringer Romani	tavr1235	NO, SE	https://glottolog.org/resource/languoid/id/tavr1235			https://en.wikipedia.org/w/index.php?title=ISO_639:rmu
rmy	rmy	500000	Latn	Vlax Romani	vlax1238	BA, DE, IT, SK	https://glottolog.org/resource/languoid/id/vlax1238		Romani čhib	https://en.wikipedia.org/w/index.php?title=ISO_639:rmy
rmz	rmz	1000000	Mymr	Marma	marm1234	BD, IN	https://glottolog.org/resource/languoid/id/marm1234			https://en.wikipedia.org/w/index.php?title=ISO_639:rmz
rnd	rnd	200000	Latn	Ruund	ruun1238	AO, CD	https://glottolog.org/resource/languoid/id/ruun1238			https://en.wikipedia.org/w/index.php?title=ISO_639:rnd
rng	rng	700000	Latn	Ronga	rong1268	MZ, ZA	https://glottolog.org/resource/languoid/id/rong1268			https://en.wikipedia.org/w/index.php?title=ISO_639:rng
rnl	rnl	<10K	Latn	Halam	rang1267	IN	https://glottolog.org/resource/languoid/id/rang1267			https://en.wikipedia.org/w/index.php?title=ISO_639:rnl
rob	rob	1000000	Latn	Tae'	taee1237	ID	https://glottolog.org/resource/languoid/id/taee1237			https://en.wikipedia.org/w/index.php?title=ISO_639:rob
roh	rm	10K-100K	Latn	Romansh	roma1326	AT, IT, CH	https://glottolog.org/resource/languoid/id/roma1326			https://en.wikipedia.org/w/index.php?title=ISO_639:roh
rom	rom	4000000	Cyrl,Latn	Romani	roma1329	RO	https://glottolog.org/resource/languoid/id/roma1329			https://en.wikipedia.org/w/index.php?title=ISO_639:rom
ron	ro	19000000	Latn	Romanian	roma1327	BG, HU, MD, RO, RS, UA	https://glottolog.org/resource/languoid/id/roma1327			https://en.wikipedia.org/w/index.php?title=ISO_639:ron
roo	roo	<10K	Latn	Rotokas	roto1249	PG	https://glottolog.org/resource/languoid/id/roto1249			https://en.wikipedia.org/w/index.php?title=ISO_639:roo
rop	rop	<10K	Latn	Kriol	krio1252	AU	https://glottolog.org/resource/languoid/id/krio1252			https://en.wikipedia.org/w/index.php?title=ISO_639:rop
row	row	<10K	Latn	Dela-Oenale	dela1251	ID	https://glottolog.org/resource/languoid/id/dela1251			https://en.wikipedia.org/w/index.php?title=ISO_639:row
rro	rro	10K-100K	Latn	Waima	waim1251	PG	https://glottolog.org/resource/languoid/id/waim1251			https://en.wikipedia.org/w/index.php?title=ISO_639:rro
rtm	rtm	<10K	Latn	Rotuman	rotu1241	FJ	https://glottolog.org/resource/languoid/id/rotu1241			https://en.wikipedia.org/w/index.php?title=ISO_639:rtm
rtw	rtw	500000	Deva,Guru	Rathawi	rath1243	IN	https://glottolog.org/resource/languoid/id/rath1243			https://en.wikipedia.org/w/index.php?title=ISO_639:rtw
ruc	ruc	200000	Latn	Ruuli	ruul1235	UG	https://glottolog.org/resource/languoid/id/ruul1235			https://en.wikipedia.org/w/index.php?title=ISO_639:ruc
rue	rue	600000	Cyrl	Rusyn	rusy1239	BY, HU, PL, RO, SK, UA	https://glottolog.org/resource/languoid/id/rusy1239		Русиньскый	https://en.wikipedia.org/w/index.php?title=ISO_639:rue
ruf	ruf	700000	Latn	Luguru	lugu1238	TZ	https://glottolog.org/resource/languoid/id/lugu1238			https://en.wikipedia.org/w/index.php?title=ISO_639:ruf
rug	rug	<10K	Latn	Roviana	rovi1238	SB	https://glottolog.org/resource/languoid/id/rovi1238			https://en.wikipedia.org/w/index.php?title=ISO_639:rug
ruk	ruk	10K-100K	Latn	Che	chee1238	NG	https://glottolog.org/resource/languoid/id/chee1238			https://en.wikipedia.org/w/index.php?title=ISO_639:ruk
run	rn	9000000	Latn	Rundi	rund1242	BI, CD, RW, TZ, UG	https://glottolog.org/resource/languoid/id/rund1242	Kirundi	Ikirundi	https://en.wikipedia.org/w/index.php?title=ISO_639:run
rup	rup	100000	Latn	Aromanian	arom1237	AL, BG, GR, MK, RS	https://glottolog.org/resource/languoid/id/arom1237			https://en.wikipedia.org/w/index.php?title=ISO_639:rup
ruq	ruq	<10K	Cyrl,Latn	Megleno Romanian	megl1237	GR, MK	https://glottolog.org/resource/languoid/id/megl1237			https://en.wikipedia.org/w/index.php?title=ISO_639:ruq
rus	ru	150000000	Cyrl,Latn	Russian	russ1263	BY, CN, EE, FI, GE, KZ, KP, KG, LV, LT, MD, MN, NO, PL, RO, RU, TM, UA, UZ	https://glottolog.org/resource/languoid/id/russ1263		русский, russkiy	https://en.wikipedia.org/w/index.php?title=ISO_639:rus
rut	rut	10K-100K	Cyrl	Rutul	rutu1240	AZ, RU	https://glottolog.org/resource/languoid/id/rutu1240			https://en.wikipedia.org/w/index.php?title=ISO_639:rut
rwk	rwk	200000	Latn	Rwa	rwaa1238	TZ	https://glottolog.org/resource/languoid/id/rwaa1238			https://en.wikipedia.org/w/index.php?title=ISO_639:rwk
rwo	rwo	10K-100K	Latn	Rawa	rawa1267	PG	https://glottolog.org/resource/languoid/id/rawa1267			https://en.wikipedia.org/w/index.php?title=ISO_639:rwo
rwr	rwr	8000000	Deva,Latn	Marwari (India)	marw1260	IN, NP, PK	https://glottolog.org/resource/languoid/id/marw1260		मारवाड़ी	https://en.wikipedia.org/w/index.php?title=ISO_639:rwr
ryu	ryu	2000000	Kana	Central Okinawan	cent2126	JP	https://glottolog.org/resource/languoid/id/cent2126			https://en.wikipedia.org/w/index.php?title=ISO_639:ryu
sab	sab	10K-100K	Latn	Buglere	bugl1243	PA	https://glottolog.org/resource/languoid/id/bugl1243			https://en.wikipedia.org/w/index.php?title=ISO_639:sab
saf	saf	<10K	Latn	Safaliba	safa1243	CI, GH	https://glottolog.org/resource/languoid/id/safa1243			https://en.wikipedia.org/w/index.php?title=ISO_639:saf
sag	sg	2000000	Latn	Sango	sang1328	CF, TD, CG, CD	https://glottolog.org/resource/languoid/id/sang1328		Sängö	https://en.wikipedia.org/w/index.php?title=ISO_639:sag
sah	sah	500000	Cyrl	Sakha	yaku1245	RU	https://glottolog.org/resource/languoid/id/yaku1245		Саха тыла	https://en.wikipedia.org/w/index.php?title=ISO_639:sah
san	sa	100000	Bhks,Deva,Gran,Latn,Nand,Shrd,Sidd	Sanskrit	sans1269	IN	https://glottolog.org/resource/languoid/id/sans1269		संस्कृतम्	https://en.wikipedia.org/w/index.php?title=ISO_639:san
saq	saq	200000	Latn	Samburu	samb1315	KE	https://glottolog.org/resource/languoid/id/samb1315			https://en.wikipedia.org/w/index.php?title=ISO_639:saq
sas	sas	2000000	Bali,Latn	Sasak	sasa1249	ID	https://glottolog.org/resource/languoid/id/sasa1249		Sasak	https://en.wikipedia.org/w/index.php?title=ISO_639:sas
sat	sat	6000000	Beng,Deva,Latn,Olck	Santali	sant1410	BD, BT, IN, NP	https://glottolog.org/resource/languoid/id/sant1410		Ho̠ṛ	https://en.wikipedia.org/w/index.php?title=ISO_639:sat
sav	sav	200000	Arab,Latn	Saafi-Saafi	saaf1238	SN	https://glottolog.org/resource/languoid/id/saaf1238			https://en.wikipedia.org/w/index.php?title=ISO_639:sav
say	say	300000	Latn	Saya	saya1246	NG	https://glottolog.org/resource/languoid/id/saya1246			https://en.wikipedia.org/w/index.php?title=ISO_639:say
saz	saz	200000	Deva,Saur,Taml,Telu	Saurashtra	saur1248	IN	https://glottolog.org/resource/languoid/id/saur1248		ꢱꣃꢬꢵꢰ꣄ꢜ꣄ꢬ	https://en.wikipedia.org/w/index.php?title=ISO_639:saz
sba	sba	1000000	Latn	Ngambay	ngam1268	CM, TD, NG	https://glottolog.org/resource/languoid/id/ngam1268		Ngambay	https://en.wikipedia.org/w/index.php?title=ISO_639:sba
sbd	sbd	10K-100K	Latn	Southern Samo	sout2844	BF	https://glottolog.org/resource/languoid/id/sout2844			https://en.wikipedia.org/w/index.php?title=ISO_639:sbd
sbe	sbe	<10K	Latn	Saliba	sali1295	PG	https://glottolog.org/resource/languoid/id/sali1295			https://en.wikipedia.org/w/index.php?title=ISO_639:sbe
sbk	sbk	200000	Latn	Safwa	safw1238	TZ	https://glottolog.org/resource/languoid/id/safw1238			https://en.wikipedia.org/w/index.php?title=ISO_639:sbk
sbl	sbl	10K-100K	Latn	Botolan Sambal	boto1242	PH	https://glottolog.org/resource/languoid/id/boto1242			https://en.wikipedia.org/w/index.php?title=ISO_639:sbl
sbp	sbp	10K-100K	Latn	Sangu (Tanzania)	sang1330	TZ	https://glottolog.org/resource/languoid/id/sang1330			https://en.wikipedia.org/w/index.php?title=ISO_639:sbp
sbs	sbs	10K-100K	Latn	Subiya	subi1246	BW, NA, ZM, ZW	https://glottolog.org/resource/languoid/id/subi1246			https://en.wikipedia.org/w/index.php?title=ISO_639:sbs
sby	sby	10K-100K	Latn	Soli	soli1239	ZM	https://glottolog.org/resource/languoid/id/soli1239			https://en.wikipedia.org/w/index.php?title=ISO_639:sby
sce	sce	200000	Arab,Latn	Dongxiang	dong1285	CN	https://glottolog.org/resource/languoid/id/dong1285			https://en.wikipedia.org/w/index.php?title=ISO_639:sce
sck	sck	4000000	Deva,Latn	Sadri	sadr1248	BD, IN	https://glottolog.org/resource/languoid/id/sadr1248		सदरी	https://en.wikipedia.org/w/index.php?title=ISO_639:sck
scl	scl	400000	Arab,Latn	Shina	shin1264	IN, PK	https://glottolog.org/resource/languoid/id/shin1264		شینا‬	https://en.wikipedia.org/w/index.php?title=ISO_639:scl
scn	scn	4000000	Latn	Sicilian	sici1248	IT	https://glottolog.org/resource/languoid/id/sici1248		Sicilianu	https://en.wikipedia.org/w/index.php?title=ISO_639:scn
sco	sco	2000000	Latn	Scots	scot1243	GB	https://glottolog.org/resource/languoid/id/scot1243		Scots	https://en.wikipedia.org/w/index.php?title=ISO_639:sco
scs	scs	<10K	Cans,Latn	North Slavey	nort2942		https://glottolog.org/resource/languoid/id/nort2942			https://en.wikipedia.org/w/index.php?title=ISO_639:scs
sda	sda	800000	Latn	Toraja-Sa'dan	tora1261	ID	https://glottolog.org/resource/languoid/id/tora1261		Sa'dan	https://en.wikipedia.org/w/index.php?title=ISO_639:sda
sdh	sdh	3000000	Arab	Southern Kurdish	sout2640	IR, IQ	https://glottolog.org/resource/languoid/id/sout2640		کوردی خوارین	https://en.wikipedia.org/w/index.php?title=ISO_639:sdh
sdj	sdj	100000	Latn	Suundi	suun1239	AO, CG, CD	https://glottolog.org/resource/languoid/id/suun1239			https://en.wikipedia.org/w/index.php?title=ISO_639:sdj
sdo	sdo	10K-100K	Latn	Bukar-Sadung Bidayuh	buka1257	ID, MY	https://glottolog.org/resource/languoid/id/buka1257			https://en.wikipedia.org/w/index.php?title=ISO_639:sdo
sdr	sdr	200000	Beng,Latn	Oraon Sadri	orao1237	BD, IN	https://glottolog.org/resource/languoid/id/orao1237			https://en.wikipedia.org/w/index.php?title=ISO_639:sdr
sdz	sdz	200000	Latn	Sallands	sall1238	DE, NL	https://glottolog.org/resource/languoid/id/sall1238			https://en.wikipedia.org/w/index.php?title=ISO_639:sdz
sec	sec	<10K	Latn	Sechelt	sech1246	CA	https://glottolog.org/resource/languoid/id/sech1246			https://en.wikipedia.org/w/index.php?title=ISO_639:sec
see	see	<10K	Latn	Seneca	sene1264	CA, US	https://glottolog.org/resource/languoid/id/sene1264			https://en.wikipedia.org/w/index.php?title=ISO_639:see
sef	sef	3000000	Latn	Cebaara Senoufo	ceba1235	BF, CI, ML	https://glottolog.org/resource/languoid/id/ceba1235		Cebaara	https://en.wikipedia.org/w/index.php?title=ISO_639:sef
seh	seh	2000000	Latn	Sena	nucl1396	MW, MZ	https://glottolog.org/resource/languoid/id/nucl1396		Cisena	https://en.wikipedia.org/w/index.php?title=ISO_639:seh
sei	sei	<10K	Latn	Seri	seri1257	MX	https://glottolog.org/resource/languoid/id/seri1257		Davvisámegiella	https://en.wikipedia.org/w/index.php?title=ISO_639:sei
sek	sek	<10K	Latn	Sekani	seka1250	CA	https://glottolog.org/resource/languoid/id/seka1250			https://en.wikipedia.org/w/index.php?title=ISO_639:sek
sel	sel	<10K	Cyrl	Selkup	selk1253	RU	https://glottolog.org/resource/languoid/id/selk1253			https://en.wikipedia.org/w/index.php?title=ISO_639:sel
ses	ses	400000	Latn	Koyraboro Senni Songhai	koyr1242	ML, NE	https://glottolog.org/resource/languoid/id/koyr1242			https://en.wikipedia.org/w/index.php?title=ISO_639:ses
sey	sey	<10K	Latn	Secoya	seco1241	CO, EC, PE	https://glottolog.org/resource/languoid/id/seco1241			https://en.wikipedia.org/w/index.php?title=ISO_639:sey
sfw	sfw	200000	Latn	Sehwi	sehw1238	CI, GH	https://glottolog.org/resource/languoid/id/sehw1238			https://en.wikipedia.org/w/index.php?title=ISO_639:sfw
sgb	sgb	<10K	Latn	Mag-Anchi Ayta	maga1263	PH	https://glottolog.org/resource/languoid/id/maga1263			https://en.wikipedia.org/w/index.php?title=ISO_639:sgb
sgc	sgc	2000000	Latn	Kipsigis	kips1239	KE	https://glottolog.org/resource/languoid/id/kips1239		Kipsigis	https://en.wikipedia.org/w/index.php?title=ISO_639:sgc
sgd	sgd	400000	Latn	Surigaonon	suri1273		https://glottolog.org/resource/languoid/id/suri1273			https://en.wikipedia.org/w/index.php?title=ISO_639:sgd
sgh	sgh	10K-100K	Cyrl,Latn	Shughni	shug1248	AF, TJ	https://glottolog.org/resource/languoid/id/shug1248			https://en.wikipedia.org/w/index.php?title=ISO_639:sgh
sgj	sgj	1000000	Deva	Surgujia	surg1246		https://glottolog.org/resource/languoid/id/surg1246		सुरगुजा	https://en.wikipedia.org/w/index.php?title=ISO_639:sgj
sgs	sgs	400000	Latn	Samogitian	samo1265		https://glottolog.org/resource/languoid/id/samo1265		Žemaitiu ruoda	https://en.wikipedia.org/w/index.php?title=ISO_639:sgs
sgw	sgw	1000000	Ethi	Sebat Bet Gurage	seba1251	ET	https://glottolog.org/resource/languoid/id/seba1251		ሰባት ቤት ጉራጌ	https://en.wikipedia.org/w/index.php?title=ISO_639:sgw
sgz	sgz	<10K	Latn	Sursurunga	surs1246	PG	https://glottolog.org/resource/languoid/id/surs1246			https://en.wikipedia.org/w/index.php?title=ISO_639:sgz
shh	shh	<10K	Latn	Shoshoni	shos1248	US	https://glottolog.org/resource/languoid/id/shos1248			https://en.wikipedia.org/w/index.php?title=ISO_639:shh
shi	shi	4000000	Arab,Latn,Tfng	Tachelhit	tach1250	DZ, MA	https://glottolog.org/resource/languoid/id/tach1250			https://en.wikipedia.org/w/index.php?title=ISO_639:shi
shj	shj	10K-100K	Latn	Shatt	shat1244	SD	https://glottolog.org/resource/languoid/id/shat1244			https://en.wikipedia.org/w/index.php?title=ISO_639:shj
shk	shk	200000	Latn	Shilluk	shil1265	SD	https://glottolog.org/resource/languoid/id/shil1265			https://en.wikipedia.org/w/index.php?title=ISO_639:shk
